SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION03889,High School,Computer Science,12/2/2025,38.92,8,Studying,5,Assignment Completed,TRUE,5
SESSION03890,High School,Psychology,2/2/2025,16.03,3,Research,5,Confused,TRUE,4.7
SESSION03891,Graduate,Math,20/7/2024,28.72,7,Studying,2,Confused,FALSE,2.9
SESSION03892,High School,Business,6/12/2024,8.47,2,Homework Help,5,Idea Drafted,TRUE,3.9
SESSION03893,Undergraduate,Psychology,2/7/2024,12.55,4,Homework Help,5,Assignment Completed,TRUE,4.1
SESSION03894,Undergraduate,Math,21/2/2025,14.27,3,Studying,4,Assignment Completed,TRUE,3.4
SESSION03895,Undergraduate,Biology,13/5/2025,34.19,7,Coding,4,Assignment Completed,TRUE,3.9
SESSION03896,Undergraduate,Computer Science,18/7/2024,24.86,8,Studying,1,Assignment Completed,TRUE,1
SESSION03897,Undergraduate,Math,28/7/2024,25.89,5,Writing,3,Idea Drafted,TRUE,3.3
SESSION03898,Graduate,Psychology,18/10/2024,22.69,7,Studying,3,Assignment Completed,TRUE,2.4
SESSION03899,High School,History,22/7/2024,18.06,5,Homework Help,4,Assignment Completed,FALSE,4.7
SESSION03900,Undergraduate,Engineering,15/9/2024,14.5,2,Writing,3,Idea Drafted,TRUE,2.5
SESSION03901,Undergraduate,Computer Science,12/5/2025,24.09,6,Homework Help,2,Assignment Completed,TRUE,2.6
SESSION03902,Undergraduate,Engineering,6/8/2024,3.27,1,Writing,3,Assignment Completed,TRUE,1.6
SESSION03903,Undergraduate,Computer Science,6/2/2025,24.79,5,Homework Help,4,Idea Drafted,TRUE,5
SESSION03904,Graduate,Math,6/6/2025,12.37,2,Brainstorming,4,Confused,TRUE,5
SESSION03905,Undergraduate,History,13/4/2025,7.2,2,Research,2,Gave Up,FALSE,1.5
SESSION03906,Graduate,Computer Science,1/4/2025,10.13,3,Coding,4,Gave Up,TRUE,3.6
SESSION03907,Undergraduate,Psychology,28/9/2024,5.9,1,Writing,3,Assignment Completed,TRUE,3.6
SESSION03908,Graduate,Math,9/11/2024,10.51,3,Writing,2,Assignment Completed,TRUE,2.1
SESSION03909,Undergraduate,Biology,7/3/2025,37.37,10,Writing,4,Assignment Completed,TRUE,4.2
SESSION03910,Graduate,Computer Science,13/4/2025,15.58,3,Homework Help,4,Gave Up,TRUE,5
SESSION03911,Graduate,Psychology,11/2/2025,29.37,11,Homework Help,3,Assignment Completed,FALSE,2
SESSION03912,Undergraduate,History,27/2/2025,38.59,12,Coding,4,Assignment Completed,TRUE,4
SESSION03913,Undergraduate,Math,6/5/2025,16.2,4,Research,4,Confused,FALSE,3.4
SESSION03914,Undergraduate,History,26/8/2024,9.07,4,Studying,4,Assignment Completed,TRUE,3.9
SESSION03915,High School,Engineering,8/5/2025,10.97,4,Homework Help,5,Idea Drafted,FALSE,4.9
SESSION03916,Graduate,Computer Science,29/5/2025,6.42,1,Coding,3,Confused,FALSE,3.7
SESSION03917,Undergraduate,History,11/9/2024,9.63,2,Coding,4,Assignment Completed,TRUE,2
SESSION03918,Undergraduate,Computer Science,28/3/2025,18.67,4,Studying,4,Assignment Completed,TRUE,4.6
SESSION03919,Graduate,Math,29/11/2024,94.5,25,Coding,5,Idea Drafted,TRUE,3.6
SESSION03920,Undergraduate,Biology,4/8/2024,28.53,10,Studying,5,Gave Up,FALSE,4.9
SESSION03921,Undergraduate,Psychology,22/9/2024,8.12,3,Studying,3,Confused,FALSE,3.1
SESSION03922,Graduate,Business,14/9/2024,37.35,12,Writing,4,Assignment Completed,TRUE,3
SESSION03923,Undergraduate,History,25/12/2024,4.84,1,Homework Help,2,Assignment Completed,TRUE,1.8
SESSION03924,High School,Engineering,30/3/2025,21.33,4,Coding,5,Assignment Completed,TRUE,4.4
SESSION03925,Undergraduate,Business,29/11/2024,36.93,16,Studying,4,Assignment Completed,TRUE,4.2
SESSION03926,Undergraduate,Engineering,6/6/2025,15.6,4,Studying,1,Idea Drafted,TRUE,1.1
SESSION03927,Graduate,History,24/6/2024,10.41,2,Studying,3,Assignment Completed,TRUE,3.6
SESSION03928,Undergraduate,Engineering,3/11/2024,15.45,5,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION03929,Undergraduate,Engineering,4/9/2024,5.13,2,Homework Help,3,Assignment Completed,TRUE,1.6
SESSION03930,Undergraduate,Psychology,28/9/2024,31.86,7,Coding,4,Assignment Completed,TRUE,4.1
SESSION03931,Undergraduate,Computer Science,11/7/2024,11.25,3,Homework Help,4,Idea Drafted,TRUE,3.8
SESSION03932,Undergraduate,Psychology,15/6/2025,10.91,2,Homework Help,4,Assignment Completed,TRUE,4.5
SESSION03933,High School,Psychology,30/9/2024,1.82,1,Homework Help,3,Confused,TRUE,3.2
SESSION03934,High School,Computer Science,26/10/2024,2.57,1,Writing,5,Assignment Completed,TRUE,5
SESSION03935,Undergraduate,Math,26/1/2025,24.03,6,Homework Help,3,Confused,FALSE,2.7
SESSION03936,Undergraduate,Math,8/1/2025,3.88,1,Coding,5,Assignment Completed,TRUE,4.7
SESSION03937,Undergraduate,Psychology,30/7/2024,23.3,4,Writing,2,Confused,FALSE,2.2
SESSION03938,High School,Psychology,26/11/2024,32.65,6,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION03939,Undergraduate,Biology,31/10/2024,30.3,13,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION03940,High School,Biology,22/4/2025,19.21,4,Studying,3,Assignment Completed,TRUE,2.5
SESSION03941,Graduate,History,12/5/2025,9.16,3,Writing,4,Assignment Completed,TRUE,3.9
SESSION03942,Graduate,Engineering,22/3/2025,26.67,6,Writing,3,Assignment Completed,FALSE,2.9
SESSION03943,Undergraduate,History,2/7/2024,19.73,4,Homework Help,3,Confused,TRUE,2.5
SESSION03944,Undergraduate,Business,12/6/2025,3.64,1,Homework Help,4,Assignment Completed,TRUE,3.8
SESSION03945,Undergraduate,Math,27/8/2024,8.22,2,Writing,4,Assignment Completed,TRUE,4.2
SESSION03946,Undergraduate,Psychology,10/11/2024,48.43,22,Writing,4,Idea Drafted,FALSE,4.8
SESSION03947,Undergraduate,History,11/6/2025,30.54,14,Homework Help,4,Gave Up,FALSE,3.5
SESSION03948,High School,History,10/10/2024,1.78,1,Homework Help,3,Assignment Completed,TRUE,4.2
SESSION03949,Undergraduate,Psychology,11/4/2025,8.24,1,Coding,3,Confused,TRUE,3.8
SESSION03950,High School,Computer Science,19/10/2024,16.73,4,Writing,4,Assignment Completed,TRUE,3.6
SESSION03951,Undergraduate,Psychology,2/1/2025,13.25,4,Writing,3,Assignment Completed,TRUE,2.8
SESSION03952,Undergraduate,Biology,19/8/2024,9.2,1,Studying,4,Idea Drafted,FALSE,4
SESSION03953,Undergraduate,Psychology,3/10/2024,12.2,3,Studying,2,Confused,FALSE,1.8
SESSION03954,Undergraduate,Engineering,11/8/2024,32.62,6,Studying,5,Idea Drafted,FALSE,5
SESSION03955,Undergraduate,Psychology,18/2/2025,29.51,9,Writing,4,Idea Drafted,FALSE,3.5
SESSION03956,Undergraduate,Math,31/7/2024,10.95,4,Writing,4,Assignment Completed,FALSE,2.6
SESSION03957,Undergraduate,History,7/12/2024,4.33,1,Homework Help,3,Confused,TRUE,4
SESSION03958,Undergraduate,History,25/10/2024,19.8,4,Studying,4,Idea Drafted,TRUE,5
SESSION03959,High School,Business,3/3/2025,32.25,15,Studying,3,Confused,FALSE,2
SESSION03960,High School,Biology,6/7/2024,26.12,8,Brainstorming,3,Assignment Completed,TRUE,2.3
SESSION03961,Undergraduate,Biology,29/5/2025,16.92,3,Writing,4,Confused,FALSE,3.7
SESSION03962,Graduate,Computer Science,7/9/2024,13.3,5,Writing,2,Confused,TRUE,1.8
SESSION03963,Graduate,History,21/3/2025,30.42,6,Studying,4,Gave Up,FALSE,4.9
SESSION03964,High School,History,14/10/2024,49.12,21,Homework Help,3,Confused,FALSE,3.7
SESSION03965,High School,Computer Science,8/10/2024,23.54,9,Homework Help,3,Assignment Completed,TRUE,2.5
SESSION03966,Undergraduate,Psychology,4/7/2024,44.42,10,Coding,5,Idea Drafted,TRUE,3.4
SESSION03967,Undergraduate,Psychology,25/4/2025,8.26,1,Writing,3,Idea Drafted,TRUE,1.8
SESSION03968,Undergraduate,Psychology,30/1/2025,25.64,5,Writing,3,Idea Drafted,TRUE,3.6
SESSION03969,Undergraduate,History,2/12/2024,23.91,10,Homework Help,2,Gave Up,TRUE,3.4
SESSION03970,Undergraduate,Biology,27/11/2024,16.67,8,Writing,3,Assignment Completed,TRUE,3.9
SESSION03971,Graduate,History,18/5/2025,17.08,7,Studying,5,Idea Drafted,TRUE,5
SESSION03972,High School,Computer Science,18/7/2024,3.33,1,Writing,5,Assignment Completed,TRUE,5
SESSION03973,High School,History,23/12/2024,14.82,4,Studying,4,Confused,FALSE,3.7
SESSION03974,High School,History,13/4/2025,7.26,1,Coding,2,Assignment Completed,TRUE,1.3
SESSION03975,Undergraduate,Math,7/4/2025,10.57,3,Studying,2,Gave Up,FALSE,2.7
SESSION03976,High School,History,29/12/2024,6.45,1,Homework Help,2,Assignment Completed,TRUE,1.9
SESSION03977,Undergraduate,Business,7/6/2025,24.54,10,Coding,3,Assignment Completed,TRUE,3.2
SESSION03978,Undergraduate,Math,13/6/2025,30.84,8,Homework Help,4,Confused,FALSE,2.7
SESSION03979,Undergraduate,Math,20/6/2025,30.82,12,Coding,4,Assignment Completed,TRUE,5
SESSION03980,Undergraduate,Engineering,10/4/2025,9.87,4,Writing,5,Assignment Completed,TRUE,4.3
SESSION03981,Graduate,Biology,19/7/2024,41.12,11,Writing,3,Assignment Completed,TRUE,3.9
SESSION03982,High School,History,19/4/2025,5.94,1,Coding,5,Assignment Completed,TRUE,4.2
SESSION03983,Undergraduate,Biology,10/1/2025,30.34,13,Writing,5,Assignment Completed,TRUE,5
SESSION03984,Undergraduate,Computer Science,12/8/2024,5.07,1,Writing,3,Idea Drafted,TRUE,3.6
SESSION03985,Undergraduate,Engineering,22/3/2025,36.73,11,Writing,4,Assignment Completed,TRUE,4.2
SESSION03986,Graduate,Business,2/10/2024,37.82,8,Writing,4,Confused,FALSE,5
SESSION03987,Undergraduate,Biology,9/2/2025,10.07,2,Studying,4,Assignment Completed,FALSE,4.8
SESSION03988,Undergraduate,Biology,19/1/2025,10.06,2,Studying,2,Idea Drafted,TRUE,2.9
SESSION03989,Graduate,History,1/2/2025,41.92,16,Studying,4,Gave Up,TRUE,4.2
SESSION03990,Undergraduate,Math,12/4/2025,12.1,2,Writing,4,Assignment Completed,TRUE,4.5
SESSION03991,Graduate,Psychology,22/1/2025,7.26,1,Studying,4,Assignment Completed,TRUE,4.7
SESSION03992,Undergraduate,Engineering,23/2/2025,11.15,4,Studying,4,Assignment Completed,TRUE,4
SESSION03993,Undergraduate,Biology,10/7/2024,17.96,6,Writing,5,Idea Drafted,TRUE,5
SESSION03994,Undergraduate,Computer Science,22/1/2025,35.69,11,Studying,4,Assignment Completed,TRUE,2.9
SESSION03995,High School,Math,20/1/2025,8.7,3,Research,3,Assignment Completed,TRUE,3.1
SESSION03996,Graduate,Engineering,11/6/2025,6.58,2,Studying,4,Idea Drafted,TRUE,3.6
SESSION03997,Undergraduate,Computer Science,3/4/2025,6.91,2,Studying,4,Idea Drafted,FALSE,3.7
SESSION03998,High School,Engineering,25/6/2024,15.39,3,Writing,4,Idea Drafted,TRUE,3.7
SESSION03999,Undergraduate,Business,26/5/2025,37.43,10,Homework Help,4,Assignment Completed,TRUE,5
SESSION04000,Undergraduate,Math,26/11/2024,19.49,4,Studying,2,Assignment Completed,TRUE,1
SESSION04001,High School,Engineering,20/12/2024,7.17,1,Writing,4,Assignment Completed,TRUE,4.8
SESSION04002,High School,Math,13/5/2025,9.26,2,Writing,4,Idea Drafted,TRUE,5
SESSION04003,Undergraduate,Psychology,24/1/2025,7.61,1,Homework Help,5,Assignment Completed,TRUE,3.7
SESSION04004,Undergraduate,Biology,19/8/2024,19.09,4,Brainstorming,3,Idea Drafted,TRUE,4
SESSION04005,Graduate,Math,31/7/2024,24.26,8,Homework Help,2,Assignment Completed,FALSE,1
SESSION04006,Undergraduate,Biology,7/10/2024,1.62,1,Writing,4,Assignment Completed,TRUE,3
SESSION04007,Undergraduate,Math,24/7/2024,6.3,1,Homework Help,2,Idea Drafted,TRUE,2.3
SESSION04008,Undergraduate,Math,12/12/2024,48.55,14,Writing,4,Idea Drafted,FALSE,4.1
SESSION04009,High School,Math,7/10/2024,58.14,17,Studying,4,Assignment Completed,TRUE,4.7
SESSION04010,Undergraduate,Psychology,1/12/2024,5.44,2,Studying,4,Assignment Completed,TRUE,3.4
SESSION04011,Graduate,Business,10/1/2025,6.3,1,Writing,2,Assignment Completed,TRUE,2.5
SESSION04012,Undergraduate,History,19/5/2025,57.41,18,Writing,4,Idea Drafted,TRUE,5
SESSION04013,Undergraduate,Biology,3/8/2024,37.82,9,Coding,3,Assignment Completed,FALSE,3.2
SESSION04014,Undergraduate,Engineering,25/4/2025,11.49,5,Coding,5,Idea Drafted,TRUE,5
SESSION04015,High School,Business,19/9/2024,2.5,1,Writing,2,Idea Drafted,TRUE,2.7
SESSION04016,Undergraduate,History,16/5/2025,2.6,1,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION04017,Undergraduate,Psychology,28/10/2024,17.99,4,Studying,5,Assignment Completed,FALSE,4.8
SESSION04018,Undergraduate,History,20/2/2025,5.47,1,Coding,4,Confused,FALSE,4.3
SESSION04019,Graduate,Math,3/9/2024,3.79,1,Writing,3,Gave Up,FALSE,3.4
SESSION04020,Undergraduate,Math,15/6/2025,10.69,2,Homework Help,4,Assignment Completed,TRUE,4.6
SESSION04021,Undergraduate,Psychology,24/11/2024,9.31,1,Writing,4,Assignment Completed,FALSE,3.3
SESSION04022,Graduate,Business,22/2/2025,8.28,2,Writing,3,Idea Drafted,TRUE,2.7
SESSION04023,Undergraduate,History,17/11/2024,20.64,8,Studying,5,Gave Up,FALSE,4.6
SESSION04024,Undergraduate,Engineering,4/10/2024,23.66,5,Writing,4,Idea Drafted,FALSE,4.5
SESSION04025,Undergraduate,Psychology,22/1/2025,27.1,9,Coding,5,Confused,FALSE,4.8
SESSION04026,Graduate,Biology,4/12/2024,40.95,12,Studying,4,Confused,TRUE,4
SESSION04027,Undergraduate,Psychology,18/2/2025,20.75,9,Writing,4,Assignment Completed,TRUE,4.6
SESSION04028,Undergraduate,Business,8/3/2025,7.49,2,Coding,2,Assignment Completed,TRUE,2.2
SESSION04029,Graduate,Computer Science,19/1/2025,26.58,12,Homework Help,4,Confused,TRUE,4.6
SESSION04030,High School,Psychology,18/2/2025,18.28,8,Writing,3,Confused,FALSE,2.5
SESSION04031,Graduate,Psychology,2/5/2025,37.87,7,Homework Help,3,Assignment Completed,FALSE,1.3
SESSION04032,Undergraduate,Business,14/6/2025,75.48,23,Studying,2,Assignment Completed,TRUE,3.3
SESSION04033,Undergraduate,Psychology,28/9/2024,5.17,1,Writing,3,Idea Drafted,TRUE,3.5
SESSION04034,High School,Computer Science,22/3/2025,14.34,3,Writing,4,Assignment Completed,TRUE,3.6
SESSION04035,Undergraduate,Biology,4/2/2025,18.15,8,Homework Help,3,Idea Drafted,TRUE,3.7
SESSION04036,Undergraduate,Business,24/11/2024,18.09,5,Writing,3,Assignment Completed,TRUE,2.7
SESSION04037,Graduate,Business,21/3/2025,13.22,4,Writing,4,Idea Drafted,TRUE,3.9
SESSION04038,Undergraduate,Psychology,19/2/2025,32.3,13,Writing,3,Idea Drafted,FALSE,3.4
SESSION04039,High School,Math,23/1/2025,32.01,12,Coding,2,Assignment Completed,TRUE,2.9
SESSION04040,High School,Engineering,12/12/2024,1.75,1,Writing,2,Assignment Completed,TRUE,1.9
SESSION04041,Undergraduate,Math,23/10/2024,26.07,6,Writing,4,Idea Drafted,TRUE,5
SESSION04042,Undergraduate,Engineering,20/6/2025,15.54,5,Coding,5,Assignment Completed,TRUE,5
SESSION04043,Undergraduate,Biology,6/1/2025,50.58,22,Coding,4,Confused,FALSE,4
SESSION04044,High School,Computer Science,19/11/2024,14.21,3,Studying,5,Idea Drafted,TRUE,3.9
SESSION04045,High School,Computer Science,30/1/2025,18.1,3,Studying,4,Confused,TRUE,4.8
SESSION04046,Undergraduate,Engineering,23/10/2024,2.1,1,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION04047,High School,History,18/3/2025,41.88,12,Studying,4,Assignment Completed,TRUE,4.5
SESSION04048,Undergraduate,Biology,5/6/2025,8.4,3,Studying,4,Idea Drafted,FALSE,4.2
SESSION04049,Graduate,Business,26/5/2025,55.72,17,Writing,4,Confused,FALSE,3.8
SESSION04050,Graduate,Biology,29/7/2024,32.19,12,Writing,2,Confused,FALSE,1.7
SESSION04051,Undergraduate,History,29/10/2024,30.5,8,Writing,5,Assignment Completed,TRUE,5
SESSION04052,Graduate,Business,3/11/2024,9.03,3,Writing,4,Idea Drafted,FALSE,4.2
SESSION04053,High School,Psychology,7/2/2025,33.12,9,Homework Help,3,Assignment Completed,FALSE,2.5
SESSION04054,Graduate,Biology,3/10/2024,5.57,2,Homework Help,1,Confused,FALSE,1
SESSION04055,High School,Biology,23/10/2024,36.94,8,Writing,3,Assignment Completed,TRUE,3.6
SESSION04056,High School,Biology,2/5/2025,40.28,16,Homework Help,4,Idea Drafted,TRUE,5
SESSION04057,Graduate,Biology,7/3/2025,37.87,9,Studying,5,Idea Drafted,FALSE,4.9
SESSION04058,Graduate,Biology,13/7/2024,43.51,13,Studying,3,Assignment Completed,TRUE,2.6
SESSION04059,Undergraduate,History,5/8/2024,28.27,11,Homework Help,4,Confused,TRUE,3.9
SESSION04060,Undergraduate,Computer Science,11/8/2024,6.35,1,Coding,3,Confused,TRUE,3.8
SESSION04061,Undergraduate,History,17/2/2025,12.5,6,Research,4,Gave Up,FALSE,3.7
SESSION04062,Undergraduate,Math,15/8/2024,2.75,1,Studying,3,Assignment Completed,TRUE,3
SESSION04063,Undergraduate,History,31/3/2025,18.71,5,Homework Help,4,Confused,FALSE,3.7
SESSION04064,Undergraduate,Psychology,11/2/2025,21.52,8,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION04065,Undergraduate,History,14/3/2025,17.86,3,Studying,4,Confused,FALSE,2.7
SESSION04066,Graduate,Engineering,2/9/2024,25.2,5,Studying,5,Confused,FALSE,4
SESSION04067,Graduate,Psychology,16/7/2024,13.54,4,Studying,3,Confused,FALSE,1.9
SESSION04068,Undergraduate,Business,18/5/2025,18.85,5,Coding,3,Idea Drafted,TRUE,2
SESSION04069,Graduate,History,17/3/2025,35.06,8,Coding,4,Assignment Completed,TRUE,4.8
SESSION04070,High School,History,23/4/2025,5.98,2,Studying,3,Assignment Completed,TRUE,1.3
SESSION04071,Undergraduate,Psychology,26/12/2024,6.99,1,Writing,4,Idea Drafted,FALSE,4.2
SESSION04072,Graduate,Engineering,11/11/2024,16.42,4,Coding,3,Idea Drafted,TRUE,2.8
SESSION04073,Undergraduate,Computer Science,27/9/2024,29.19,9,Studying,5,Assignment Completed,TRUE,4.5
SESSION04074,Undergraduate,Business,21/3/2025,8.06,2,Brainstorming,4,Assignment Completed,TRUE,4.6
SESSION04075,Graduate,Computer Science,19/6/2025,26.93,5,Writing,5,Assignment Completed,TRUE,5
SESSION04076,Undergraduate,Psychology,19/11/2024,8.81,2,Coding,4,Assignment Completed,TRUE,4.7
SESSION04077,Undergraduate,History,4/6/2025,10.34,2,Writing,3,Confused,TRUE,4.2
SESSION04078,Undergraduate,Biology,20/3/2025,17.76,4,Coding,3,Idea Drafted,FALSE,1.8
SESSION04079,High School,Business,11/7/2024,12.24,4,Coding,4,Assignment Completed,TRUE,2.5
SESSION04080,High School,Math,7/11/2024,15.41,4,Coding,3,Idea Drafted,FALSE,2.4
SESSION04081,Undergraduate,Biology,7/8/2024,40.55,8,Writing,4,Assignment Completed,TRUE,4.5
SESSION04082,Undergraduate,Math,21/7/2024,5.74,1,Homework Help,5,Assignment Completed,FALSE,5
SESSION04083,Undergraduate,Business,25/12/2024,8.42,3,Coding,4,Idea Drafted,TRUE,3.6
SESSION04084,High School,Biology,24/7/2024,2.83,1,Writing,5,Confused,TRUE,5
SESSION04085,Graduate,History,5/12/2024,1.62,1,Studying,5,Idea Drafted,TRUE,4.4
SESSION04086,Undergraduate,Psychology,16/3/2025,5.37,1,Brainstorming,3,Idea Drafted,TRUE,3.8
SESSION04087,Undergraduate,Engineering,2/4/2025,8.04,2,Coding,3,Assignment Completed,TRUE,2.4
SESSION04088,Graduate,Engineering,18/7/2024,16.73,4,Research,3,Assignment Completed,FALSE,4.4
SESSION04089,Graduate,Computer Science,20/9/2024,20.34,4,Coding,5,Confused,FALSE,4.7
SESSION04090,High School,Psychology,13/5/2025,8.3,2,Writing,4,Assignment Completed,TRUE,5
SESSION04091,High School,Business,10/2/2025,21.23,6,Writing,3,Confused,FALSE,2.7
SESSION04092,Undergraduate,Computer Science,18/1/2025,6.91,1,Homework Help,5,Assignment Completed,TRUE,5
SESSION04093,High School,Psychology,12/4/2025,6.97,1,Homework Help,3,Assignment Completed,TRUE,2.6
SESSION04094,Undergraduate,Biology,19/4/2025,8.49,3,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION04095,Undergraduate,Psychology,25/1/2025,35.78,8,Writing,3,Confused,TRUE,2.9
SESSION04096,Undergraduate,Math,3/5/2025,1.3,1,Writing,2,Assignment Completed,TRUE,3.1
SESSION04097,Graduate,Computer Science,24/11/2024,20.17,7,Brainstorming,3,Idea Drafted,TRUE,3
SESSION04098,High School,Engineering,12/9/2024,13.17,3,Studying,3,Assignment Completed,TRUE,3.7
SESSION04099,Undergraduate,History,4/12/2024,24.36,8,Writing,5,Idea Drafted,TRUE,4.3
SESSION04100,Undergraduate,History,24/10/2024,17.38,4,Coding,4,Assignment Completed,TRUE,4.8
SESSION04101,Undergraduate,History,28/9/2024,14.97,4,Homework Help,5,Assignment Completed,TRUE,5
SESSION04102,Undergraduate,Math,30/11/2024,14.18,4,Writing,4,Assignment Completed,TRUE,4.3
SESSION04103,Undergraduate,Computer Science,26/3/2025,10.64,2,Studying,4,Idea Drafted,TRUE,5
SESSION04104,Graduate,Business,2/3/2025,14.93,6,Writing,3,Idea Drafted,TRUE,2.6
SESSION04105,Undergraduate,Engineering,11/8/2024,22.04,7,Coding,4,Assignment Completed,FALSE,4
SESSION04106,High School,Computer Science,1/8/2024,59.43,12,Homework Help,5,Assignment Completed,TRUE,4.8
SESSION04107,Undergraduate,History,9/1/2025,23.57,10,Homework Help,5,Confused,FALSE,5
SESSION04108,Undergraduate,History,3/2/2025,5.34,2,Writing,5,Idea Drafted,TRUE,4
SESSION04109,Undergraduate,Business,2/10/2024,15.5,3,Coding,2,Assignment Completed,TRUE,1.8
SESSION04110,Graduate,Math,29/10/2024,29.75,6,Writing,3,Idea Drafted,TRUE,3.7
SESSION04111,Graduate,Computer Science,15/11/2024,29.42,6,Coding,4,Assignment Completed,FALSE,4.9
SESSION04112,Undergraduate,History,11/2/2025,10.54,4,Writing,5,Gave Up,TRUE,5
SESSION04113,Undergraduate,Computer Science,15/7/2024,26.26,6,Writing,3,Confused,FALSE,3.2
SESSION04114,High School,Business,18/11/2024,17.78,4,Writing,3,Idea Drafted,TRUE,2.8
SESSION04115,Graduate,Engineering,29/12/2024,19.59,8,Studying,4,Confused,FALSE,4.8
SESSION04116,High School,Business,26/6/2024,10.99,4,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION04117,Undergraduate,Biology,13/7/2024,4.87,1,Writing,4,Idea Drafted,TRUE,3
SESSION04118,Undergraduate,Math,3/7/2024,13.79,3,Writing,3,Idea Drafted,TRUE,3
SESSION04119,Undergraduate,Biology,9/2/2025,29.48,9,Studying,3,Assignment Completed,TRUE,2.4
SESSION04120,Graduate,Psychology,5/3/2025,0.73,1,Brainstorming,4,Assignment Completed,TRUE,4.9
SESSION04121,Graduate,Engineering,3/3/2025,18.13,3,Coding,4,Confused,TRUE,3.6
SESSION04122,Undergraduate,Business,1/2/2025,10.57,3,Studying,5,Idea Drafted,TRUE,4.4
SESSION04123,Undergraduate,Computer Science,18/10/2024,35.44,11,Writing,3,Idea Drafted,TRUE,3.2
SESSION04124,Graduate,Biology,3/5/2025,6.17,1,Homework Help,2,Gave Up,FALSE,2.5
SESSION04125,High School,Math,15/8/2024,10.56,2,Writing,4,Idea Drafted,TRUE,4.7
SESSION04126,Undergraduate,History,18/10/2024,3.59,1,Writing,1,Gave Up,FALSE,1
SESSION04127,Undergraduate,History,15/1/2025,30.44,7,Coding,2,Idea Drafted,TRUE,2.8
SESSION04128,Undergraduate,Biology,4/2/2025,5.67,1,Research,4,Confused,TRUE,4.1
SESSION04129,Undergraduate,Math,29/9/2024,9.64,4,Coding,4,Assignment Completed,FALSE,5
SESSION04130,Graduate,Computer Science,1/9/2024,19,6,Writing,3,Idea Drafted,TRUE,3.9
SESSION04131,Undergraduate,Psychology,12/7/2024,5.17,1,Coding,4,Assignment Completed,TRUE,3.4
SESSION04132,Undergraduate,Computer Science,15/10/2024,17.05,4,Homework Help,1,Idea Drafted,TRUE,1.3
SESSION04133,Undergraduate,Biology,16/6/2025,14.34,3,Writing,4,Assignment Completed,TRUE,4.2
SESSION04134,Undergraduate,Computer Science,17/11/2024,16.67,5,Writing,4,Idea Drafted,FALSE,3.2
SESSION04135,Undergraduate,Engineering,16/11/2024,8.12,2,Writing,4,Assignment Completed,TRUE,5
SESSION04136,Undergraduate,Computer Science,16/3/2025,43.91,13,Coding,3,Idea Drafted,TRUE,2.7
SESSION04137,Undergraduate,Math,26/5/2025,13.42,3,Writing,4,Confused,TRUE,4.4
SESSION04138,Undergraduate,Biology,8/10/2024,12.93,2,Coding,5,Assignment Completed,TRUE,4.7
SESSION04139,Undergraduate,Business,25/4/2025,5.33,1,Homework Help,4,Idea Drafted,TRUE,3.1
SESSION04140,High School,Biology,9/6/2025,4.18,1,Homework Help,5,Idea Drafted,TRUE,5
SESSION04141,Graduate,Engineering,7/4/2025,6.66,1,Writing,4,Gave Up,FALSE,3.7
SESSION04142,Undergraduate,Biology,24/5/2025,7.22,2,Studying,2,Assignment Completed,TRUE,2.4
SESSION04143,High School,Computer Science,26/1/2025,18,6,Homework Help,4,Assignment Completed,TRUE,4.3
SESSION04144,Graduate,Biology,17/2/2025,5.47,1,Writing,2,Confused,FALSE,1.2
SESSION04145,Undergraduate,Computer Science,9/12/2024,4.8,1,Writing,3,Gave Up,TRUE,2.3
SESSION04146,Undergraduate,Business,8/12/2024,30.26,8,Coding,3,Assignment Completed,TRUE,3.3
SESSION04147,Undergraduate,Business,3/1/2025,53.06,16,Writing,5,Assignment Completed,TRUE,5
SESSION04148,Undergraduate,Computer Science,30/11/2024,47.86,20,Writing,4,Idea Drafted,TRUE,4.6
SESSION04149,Undergraduate,Computer Science,13/7/2024,42.8,11,Coding,4,Assignment Completed,TRUE,4.1
SESSION04150,Undergraduate,Biology,28/10/2024,25.16,5,Studying,5,Idea Drafted,TRUE,5
SESSION04151,Undergraduate,Business,26/4/2025,4.68,2,Coding,3,Idea Drafted,TRUE,3.6
SESSION04152,Undergraduate,Biology,10/12/2024,12.6,3,Studying,4,Idea Drafted,FALSE,4.7
SESSION04153,High School,Biology,3/10/2024,14.76,5,Homework Help,3,Confused,FALSE,4.2
SESSION04154,Undergraduate,Business,25/8/2024,3.83,1,Homework Help,5,Assignment Completed,TRUE,4.2
SESSION04155,High School,Biology,29/6/2024,29.81,7,Homework Help,2,Assignment Completed,TRUE,1
SESSION04156,High School,Biology,8/5/2025,2.58,1,Studying,4,Assignment Completed,TRUE,5
